103,14.400000000000002,0
72,14.400000000000002,1
73,14.400000000000002,2
72,14.400000000000002,3
71,14.400000000000002,4
71,14.400000000000002,5
72,14.400000000000002,6
71,14.400000000000002,7
72,14.400000000000002,8
73,14.400000000000002,9
73,14.400000000000002,10
72,14.400000000000002,11
72,14.400000000000002,12
74,14.400000000000002,13
72,14.400000000000002,14
71,14.400000000000002,15
70,14.400000000000002,16
73,14.400000000000002,17
72,14.400000000000002,18
71,14.400000000000002,19
72,14.400000000000002,20
71,14.400000000000002,21
71,14.400000000000002,22
71,14.400000000000002,23
71,14.400000000000002,24
71,14.400000000000002,25
70,14.400000000000002,26
72,14.400000000000002,27
72,14.400000000000002,28
71,14.400000000000002,29
71,14.400000000000002,30
74,14.400000000000002,31
72,14.400000000000002,32
72,14.400000000000002,33
72,14.400000000000002,34
71,14.400000000000002,35
70,14.400000000000002,36
72,14.400000000000002,37
72,14.400000000000002,38
72,14.400000000000002,39
71,14.400000000000002,40
71,14.400000000000002,41
70,14.400000000000002,42
72,14.400000000000002,43
70,14.400000000000002,44
72,14.400000000000002,45
72,14.400000000000002,46
72,14.400000000000002,47
72,14.400000000000002,48
72,14.400000000000002,49
103,12.600000000000001,50
72,12.600000000000001,49
71,12.600000000000001,48
72,12.600000000000001,47
72,12.600000000000001,46
71,12.600000000000001,45
72,12.600000000000001,44
72,12.600000000000001,43
72,12.600000000000001,42
72,12.600000000000001,41
72,12.600000000000001,40
71,12.600000000000001,39
70,12.600000000000001,38
72,12.600000000000001,37
72,12.600000000000001,36
73,12.600000000000001,35
73,12.600000000000001,34
72,12.600000000000001,33
71,12.600000000000001,32
72,12.600000000000001,31
73,12.600000000000001,30
73,12.600000000000001,29
71,12.600000000000001,28
72,12.600000000000001,27
72,12.600000000000001,26
72,12.600000000000001,25
72,12.600000000000001,24
72,12.600000000000001,23
73,12.600000000000001,22
72,12.600000000000001,21
72,12.600000000000001,20
72,12.600000000000001,19
72,12.600000000000001,18
72,12.600000000000001,17
71,12.600000000000001,16
72,12.600000000000001,15
72,12.600000000000001,14
72,12.600000000000001,13
71,12.600000000000001,12
73,12.600000000000001,11
72,12.600000000000001,10
71,12.600000000000001,9
71,12.600000000000001,8
72,12.600000000000001,7
71,12.600000000000001,6
71,12.600000000000001,5
71,12.600000000000001,4
72,12.600000000000001,3
71,12.600000000000001,2
73,12.600000000000001,1
104,10.8,0
72,10.8,1
72,10.8,2
72,10.8,3
71,10.8,4
72,10.8,5
72,10.8,6
72,10.8,7
72,10.8,8
72,10.8,9
71,10.8,10
72,10.8,11
71,10.8,12
72,10.8,13
70,10.8,14
71,10.8,15
72,10.8,16
72,10.8,17
71,10.8,18
73,10.8,19
71,10.8,20
72,10.8,21
72,10.8,22
72,10.8,23
73,10.8,24
71,10.8,25
72,10.8,26
71,10.8,27
71,10.8,28
71,10.8,29
71,10.8,30
72,10.8,31
72,10.8,32
72,10.8,33
73,10.8,34
71,10.8,35
73,10.8,36
72,10.8,37
71,10.8,38
71,10.8,39
70,10.8,40
72,10.8,41
70,10.8,42
71,10.8,43
72,10.8,44
71,10.8,45
71,10.8,46
73,10.8,47
71,10.8,48
71,10.8,49
104,9.0,50
72,9.0,49
72,9.0,48
71,9.0,47
73,9.0,46
72,9.0,45
72,9.0,44
72,9.0,43
72,9.0,42
72,9.0,41
72,9.0,40
72,9.0,39
71,9.0,38
72,9.0,37
72,9.0,36
70,9.0,35
71,9.0,34
71,9.0,33
71,9.0,32
72,9.0,31
73,9.0,30
73,9.0,29
71,9.0,28
73,9.0,27
72,9.0,26
72,9.0,25
72,9.0,24
71,9.0,23
72,9.0,22
71,9.0,21
72,9.0,20
72,9.0,19
72,9.0,18
73,9.0,17
71,9.0,16
71,9.0,15
71,9.0,14
71,9.0,13
73,9.0,12
73,9.0,11
72,9.0,10
72,9.0,9
72,9.0,8
72,9.0,7
72,9.0,6
72,9.0,5
72,9.0,4
72,9.0,3
71,9.0,2
73,9.0,1
104,7.2,0
72,7.2,1
71,7.2,2
73,7.2,3
73,7.2,4
72,7.2,5
74,7.2,6
71,7.2,7
71,7.2,8
72,7.2,9
72,7.2,10
71,7.2,11
72,7.2,12
71,7.2,13
72,7.2,14
72,7.2,15
72,7.2,16
71,7.2,17
72,7.2,18
71,7.2,19
71,7.2,20
73,7.2,21
72,7.2,22
71,7.2,23
71,7.2,24
71,7.2,25
72,7.2,26
71,7.2,27
72,7.2,28
72,7.2,29
69,7.2,30
67,7.2,31
71,7.2,32
72,7.2,33
70,7.2,34
72,7.2,35
71,7.2,36
68,7.2,37
67,7.2,38
72,7.2,39
71,7.2,40
72,7.2,41
71,7.2,42
71,7.2,43
72,7.2,44
71,7.2,45
72,7.2,46
72,7.2,47
66,7.2,48
66,7.2,49
104,5.4,50
73,5.4,49
74,5.4,48
71,5.4,47
74,5.4,46
74,5.4,45
71,5.4,44
73,5.4,43
72,5.4,42
69,5.4,41
67,5.4,40
73,5.4,39
70,5.4,38
74,5.4,37
72,5.4,36
66,5.4,35
68,5.4,34
72,5.4,33
73,5.4,32
71,5.4,31
73,5.4,30
72,5.4,29
73,5.4,28
71,5.4,27
67,5.4,26
71,5.4,25
73,5.4,24
72,5.4,23
73,5.4,22
73,5.4,21
72,5.4,20
73,5.4,19
72,5.4,18
71,5.4,17
73,5.4,16
67,5.4,15
71,5.4,14
71,5.4,13
67,5.4,12
74,5.4,11
72,5.4,10
72,5.4,9
72,5.4,8
72,5.4,7
72,5.4,6
72,5.4,5
73,5.4,4
71,5.4,3
70,5.4,2
67,5.4,1
104,3.6,0
74,3.6,1
72,3.6,2
73,3.6,3
71,3.6,4
73,3.6,5
73,3.6,6
73,3.6,7
73,3.6,8
70,3.6,9
72,3.6,10
